ZoneName,amenitiesCommonZones,amenitiesExteriors,amenitiesInteriors,ammenitiesSector,areaBuilt,areaPrivate,bathrooms,builtTime,businessType,cityID,cityName,comment,commonNeighborhood,companyAddress,companyId,companyName,contactPhone,garages,latitude,longitude,neighborhood,propID,propType,propertyState,publicationStatus,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,zoneID
Noroccidente,,,"Estudio o biblioteca, Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso otro, Tipo de piso en alcobas otro",,160,160,2,Entre 10 y 20 años,venta,3,Medellín,"COD 19259 Espléndida casa bifamiliar en venta, zona residencial de estructuras tradicionales y jardines ornamentales y arborizados, con cercanía a la Escuela Lola González, Estación San Javier del Metro y Metro Cable, Estación de Bomberos Floresta, espacios deportivos, área de 160 metros aproximadamente, sector El Departamento en San Javier, 1 piso, estrato 4. Sus amplios e iluminados espacios nos ofrecen zona social de sala comedor, estudio, tres alcobas con closet cada una, un",SAN JAVIER No.2,CALLE 12 # 43 B 45,3003,MONOPOLIO INMOBILIARIO,3166904561,1,6.258441,-75.61192,SAN JAVIER No.2,Casa,2895-2400054,Usado,S,,0,3,330000000,Noroccidente,4,35
Suroriente,"Cancha(s) de squash, Gimnasio, Salón comunal, Sendero peatonal, Zona de BBQ, Zona para niños, Zonas verdes","Area lote 240 m², Circuito cerrado de TV, Jardín, Piscina, Conjunto cerrado, Terraza/Balcón ninguno, Vigilancia 24hrs","Citófonos, Estudio o biblioteca, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso cerámica, Tipo de piso en alcobas cerámica, Tipo de piso en estudio cerámica","Cerca transporte público, Sobre vía secundaria",240,240,5,Entre 10 y 20 años,venta,3,Medellín,"Mattis Inmobiliaria te presenta enigmático y elegante casa bifamiliar de 240 metros cuadrados en 4 habitaciones y sus closet con amplio espacio para todos, 2 baños cabinados 2 baños sociales, sala y sala comedor para compartir en familia, cocina integral tipo americana, habitación de servicio y su baño, zona de ropas, parqueadero, cuarto útil, zona de ropas y BBQ, se beneficia de la luz natural.Comunícate con nosotros, para presentarte este y otros inmuebles que tenemos a tu disposición.",Los balsos II,carrera 43 A # 17- 100 ,2969,INMOBILIARIA MATTIS,3216199641,2,6.1990848,-75.5715,LOS BALSOS No.2,Casa,3267-11178,Usado,S,,0,5,800000000,Suroriente,5,38
Suroriente,"Cancha(s) de basket, Zona para niños, Zonas verdes","Circuito cerrado de TV, Conjunto cerrado, Vigilancia 24hrs","Citófonos, Cuarto de servicio, Estudio o biblioteca, Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor comedor independiente, Tipo acabado de piso porcelanato, Tipo de piso en alcobas porcelanato",,398,257,4,Entre 10 y 20 años,venta,3,Medellín,"Casa ubicada en exclusiva unidad de solo diecisiete casas, cuenta con muy buena iluminación, sin poniente, ubicada es sector estrategico, cerca al Centro Comercial el Tesoro, Mall del este. Cuenta con excelentes rutas de acceso.",Poblado,Calle 7 Sur  42 70 Of 303 Ed Forum,3260,Arrendamientos y Avaluos Umbral,3184984273,4,6.211535,-75.5547,ALTOS DEL POBLADO,Casa,3221-4342,Usado,S,,0,3,1240000000,Suroriente,6,38
Nororiente,"Gimnasio, Salón comunal, Sendero peatonal, Zona para niños, Zonas verdes","Area lote 110 m², Area Terraza/Balcón 1 m², Circuito cerrado de TV, Piscina, Conjunto cerrado, Terraza/Balcón balcón, Vigilancia 24hrs","Citófonos, Parqueadero cubierto, Sauna / turco, Zona de lavandería, Instalación de gas natural, Closets 1, Número de líneas teléfonicas 0, Calentador gas, Tipo de casa condominio, Tipo de cocina abierta, Tipo de comedor sala comedor, Deposito 0, Tipo de estufa mixta, Tipo de parqueadero independiente, Tipo acabado de piso cerámica, Tipo de piso en alcobas cerámica, Vista interior","Cerca transporte público, Sobre vía principal",110,110,3,Entre 10 y 20 años,venta,3,Medellín,"Casa en unidad cerrada ubicado sobre la parte alta de la Loma del Indio, con facil acceso desde via principal, rutas de transporte publico, entorno muy tranquilo con areas verdes. Piso en ceramica, tres niveles, sala comedor, 3 alcobas con baño en la principal, cocina integral abierta tipo americano, balcon y parqueadero cubierto. Unidad con Piscina, gym, parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv.",EL POBLADO,Cra 43A  # 1Sur - 188,2669,PROINTEGRAL SA,3182458380,1,6.226384,-75.561356,ASOMADERA No.1,Casa,687-M2328923,Usado,S,0,0,3,410000000,Nororiente,4,36
Suroriente,,"Area Terraza/Balcón 1 m², Terraza/Balcón balcón, Vigilancia 0","Parqueadero cubierto, Tipo de casa tradicional, Tipo de parqueadero independiente, Tipo acabado de piso baldosa, Vista exterior",,330,330,3,Más de 20 años,venta,3,Medellín,"Casa para uso comercial sector Manila, cercana a la buena mesa y la estacion de Policia. Metrosalud y Mas cerca del Poblado. Rutas de transporte publico y Sector altamente comercial. Piso en baldosa, múltiples espacios independientes, tres baños, cocineta abierta, balcón y amplia terraza en la parte superior. Le corresponde una celda de parqueo sobre la vía.",EL POBLADO MANILA,Cra 43A  # 1Sur - 188,2669,PROINTEGRAL SA,3182458380,1,6.212437,-75.5718,MANILA,Casa,687-M2072666,Usado,S,0,0,5,1470000000,Suroriente,4,38
Suroriente,"Cerca centros comerciales, Cerca parques, Cerca supermercados, Cerca transporte público, Sobre vía principal","Area lote 524 m², Terraza/Balcón ninguno, Vigilancia 24hrs","Chimenea, Citófonos, Cuarto de servicio, Estudio o biblioteca, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor comedor independiente, Tipo acabado de piso madera, Tipo de piso en alcobas madera, Tipo de piso en estudio madera, Vista exterior",,524,524,5,Entre 10 y 20 años,venta,3,Medellín,"PADS trae para ti esta hermosa casa para la venta en Medellín. Con un área construida de 524 m2 y un lote de 2000 m2 podrás disfrutar de un ambiente campestre estando dentro de la ciudad. Ubicada en la Loma El Tesoro tendrás cerca el CC. El Tesoro, el mall del Este, restaurantes y colegios, además estarás a minutos de las Palmas y la vía a el aeropuerto internacional JMC. Para mayor información visita nuestra pagina web con el código 1656",El Tesoro,Calle 93B #11A-84 piso 3,2478,PADS,3142007942,2,6.195135,-75.553215,LOS NARANJOS,Casa,847-1656,Usado,S,12000000,12000000,3,2900000000,Suroriente,6,38
Nororiente,"Cerca centros comerciales, Cerca colegios / universidades, Cerca parques, Cerca supermercados, Cerca transporte público","Area lote 140 m², Terraza/Balcón balcón, Vigilancia 0","Parqueadero cubierto, Hall de alcobas, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor comedor independiente, Tipo acabado de piso porcelanato, Tipo de piso en alcobas porcelanato, Tipo de piso en estudio porcelanato, Vista exterior",,140,140,3,Entre 5 y 10 años,venta,3,Medellín,"Mattis inmobiliaria te ofrece hermosa casa unifamiliar ubicada en sector muy tranquilo,cuenta con excelente distribución ventilación e iluminación natural,consta de 3 alcobas la ppal con su baño y su vestier,la auxiliar con su baño y su closet,tiene 3 baños dos de ellos cabinados,cocina integral,cuenta con un patio,acabados en madera de lujo garaje eléctrico, cerca del parque ppal, hospital,comfama unidad deportiva,muy buena ruta de transporte y diferentes vías de acceso cerca a la terminal",Hipodromo,carrera 43 A # 17- 100 ,2969,INMOBILIARIA MATTIS,3216199641,1,6.2181497,-75.54859,ALTOS DEL POBLADO,Casa,3267-10422,Usado,S,,0,3,360000000,Nororiente,3,36
Suroriente,Sobre vía secundaria,"Circuito cerrado de TV, Conjunto cerrado, Terraza/Balcón balcón, Vigilancia 24hrs","Alarma, Chimenea, Citófonos, Tipo de cortinas pesadas, Estudio o biblioteca, Hall de alcobas, Jacuzzi, Puerta seguridad, Zona de lavandería, Tipo de casa tradicional, Tipo de comedor comedor independiente, Tipo de parqueadero independiente, Tipo acabado de piso otro, Tipo de piso en alcobas otro",,387,519,5,Entre 5 y 10 años,venta,3,Medellín,"CASA EL TESORO MEDELLIN. LOTE AMPLIO DE 519M2, CASA DE TRESCIENTOS OCHENTA Y SIETE METROS CUADRADOS. EN CONJUNTO CERRADO, EXCELENTES TERMINADOS Y COMPLETISIMA. TIENE BAñO CON JACUZZI, BALCONES, AMPLIO JARDIN, CUARTO Y BAñO PARA EL SERVICIO, ESTUDIO",EL TESORO,Av 15 No 124 -65 ofi 703,2346,ANDINA BROKERS COLOMBIA,3187355275,4,6.1921554,-75.557144,LOS NARANJOS,Casa,684-1006,Usado,S,,0,4,1800000000,Suroriente,6,38
Noroccidente,"Cancha(s) de basket, Cancha(s) de fútbol, Gimnasio, Salón comunal, Zonas verdes","Jardín, Piscina, Vista panorámica, Conjunto cerrado, Terraza/Balcón terraza, Vigilancia 24hrs","Calefacción, Estudio o biblioteca, Parqueadero cubierto, Hall de alcobas, Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso marmol, Tipo de piso en alcobas otro",,0,240,4,Entre 10 y 20 años,venta,3,Medellín,"Se vende Casa en Belén las playas Medellín Hermosa,comoda y amplia casa, con una área de 240m2. Tiene tres niveles. Tres habitaciones. 4 baños. sala, comedor. cocina integral. amplia zona de ropas. Remodelada hace dos años. Tiene una ascensor malacate para el tercer nivel. Tiene dos parqueaderos cubiertos y dos el zona comun. Una agradeble terraza.Excelente ubicación, cerca a la clinica las américas, supermercados, centros comerciales, unidad deportiva María Luisa Calle.",BOLIVARIANA,Circular 3 # 71 - 46,5546,Laurel Group Inmobiliaria,3017900515,4,6.245059,-75.5885,BOLIVARIANA,Casa,12154-1983776,Usado,S,,0,3,650000000,Noroccidente,5,35
Suroccidente,,,Tipo de casa tradicional,,95,95,2,Entre 10 y 20 años,venta,3,Medellín,"Casa disponible para venta tiene 4 alcobas, 2 baños, cocina integral, gas natural calentador a gas, sala, comedor, patio, parqueadero,casa de 2 niveles con balcón, muy iluminada y ventilada. Apartamento disponible para venta tiene 3 alcobas, 2 baños, cocina integral, horno, calentador a gas, sala-comedor, parqueadero, Apartamento muy iluminado y ventilado ubicado cerca de Iglesia santa gema., con circuito cerrado tv. Favor comunicarse al número 310- 473 -11- 45",LOMA DE LOS BERNAL,CARRERA 80 A # 32 EE - 72 ,2956,RASKCIELOS INMOBILIARIA Y CONSTRUCTORA,3174019439,1,6.2231474,-75.60339,LOMA DE LOS BERNAL,Casa,2511-M1958789,Usado,S,0,0,4,400000000,Suroccidente,4,37
,"Cancha(s) de basket, Cancha(s) de fútbol, Salón comunal, Zonas verdes","Jardín, Vista panorámica, Conjunto cerrado, Vigilancia 24hrs","Calefacción, Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso marmol, Tipo de piso en alcobas otro",,80,80,3,Entre 10 y 20 años,venta,3,Medellín,"Casa para la venta con bonita vista,zona muy tranquila,3 niveles,cerca parques,cerca colegio padre manyanet,buen transporte pblico",Loma de Los Bernal,Cr 25 1 a sur 155 Of 854,5225,SOTELO INMOBILIARIA S.A.S,3234597770,1,6.217986,-75.61195,LOMA DE LOS BERNAL,Casa,11224-3307087,Usado,S,,0,3,300000000,,5,
Suroriente,"Gimnasio, Salón comunal, Zona para niños","Area lote 216 m², Area Terraza/Balcón 5 m², Acceso para discapacitados, Conjunto cerrado, Número de Ascensores 0, Terraza/Balcón balcón, Vigilancia 24hrs","Apto para niños, Citófonos, Cuarto de servicio, Estudio o biblioteca, Parqueadero cubierto, Hall de alcobas, Closets 3, Número de líneas teléfonicas 1, Tipo de casa tradicional, Tipo de cocina otra, Tipo de comedor comedor independiente, Deposito 1, Tipo de parqueadero propio","Cerca centros comerciales, Cerca colegios / universidades, Cerca parques, Cerca supermercados, Cerca transporte público, Sobre vía secundaria",336.93,336.93,4,Más de 20 años,venta,3,Medellín,"Casa en El Poblado, sector Los Balsos de 337 m2, en venta, 3 alcobas, más alcoba del servicio, 4 baños, biblioteca, estudio, jardín interior",LOS BALSOS,Las Palmas,4752,SHOWROOM INMOBILIARIO,3014936161,2,6.1849723,-75.55859,LOS BALSOS No.1,Casa,909-M2763464,Usado,S,0,0,3,830000000,Suroriente,6,38
Suroriente,Zona de BBQ,"Area lote 379446 m², Area Terraza/Balcón 70 m², Acceso para discapacitados, Cuarto para escoltas, Piscina, Vista panorámica, Esquinero, Terraza/Balcón terraza, Vigilancia 0","Apto para niños, Alarma, Comedor auxiliar, Cuarto de servicio, Estudio o biblioteca, Parqueadero cubierto, Hall de alcobas, Jacuzzi, Puerta seguridad, Zona de lavandería, Instalación de gas natural, Closets 4, Se permite fumar, Calentador gas, Tipo de casa tradicional, Tipo de cocina en u, Tipo de comedor comedor independiente, Deposito 2, Tipo de estufa electrica, Tipo de parqueadero propio, Tipo acabado de piso marmol, Tipo de piso en alcobas madera, Tipo de piso en comedor marmol, Tipo de piso en estudio cerámica, Vista exterior","Cerca centros comerciales, Cerca colegios / universidades, Cerca parques, Cerca supermercados, Cerca transporte público, Sobre vía secundaria",2450,2450,5,Entre 10 y 20 años,venta,3,Medellín,Casa para contruir un edificio de mas de 20 apartamentos tiene un muy buen lote resiven el 30 por ciento en propiedades em Medellin,LOS BALSOS,Carrera 64b # 85-180 apto 203,4455,JEDY STRATEGIES & CIA LTDA,3167438656,4,6.1839085,-75.56006,SAN LUCAS,Casa,597-M2632342,Usado,S,0,0,5,6000000000,Suroriente,5,38
Suroccidente,"Cancha(s) de fútbol, Salón comunal","Circuito cerrado de TV, Piscina, Conjunto cerrado, Vigilancia 24hrs","Estudio o biblioteca, Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso otro, Tipo de piso en alcobas otro",,74,74,1,Entre 10 y 20 años,venta,3,Medellín,"Código 3218FR707. Casa en unidad cerrada, ubicada en el barrio El Rodeo. Cuenta en el primer piso con Sala comedor, Cocina integral, amplio patio, zona de ropas. Segudo piso Dos habitaciones, baño y estudio. Tercer Piso Dos habitaciones. La propiedad cuenta con la posibilidad de ampliación del segundo y tercer piso. Unidad con vigilancia privada 24 7, porteria, parqueadero visitantes, piscina, zona de juegos, cancha futbol, salón social. Ubicado en Belén Rodeo, un barrio en una de las zonas de mayor expansión y valorización.",LA HONDONADA,Carrera 17 # 106 - 16 Piso 3,4555,Casa 360,3054175592,1,6.203146,-75.60394,LA HONDONADA,Casa,1265-3218707,Usado,S,,0,4,230000000,Suroccidente,3,37
Suroriente,Zonas verdes,Vigilancia 24hrs,"Cuarto de servicio, Estudio o biblioteca, Parqueadero cubierto, Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo de parqueadero independiente","Cerca centros comerciales, Cerca transporte público",420,420,4,Entre 10 y 20 años,venta,3,Medellín,"Casa duplex, ubicada en sector tranquilo cerca al Centro Comercial El Tesoro, fáciles vías de acceso a las Palmas y La Inferior. Hermosas acabados, espacio distribuido en cuatro alcobas cada una con baño privado, baño social, salón comedor , estar y alcoba del servicio con baño. Excelente vista, zonas verdes y jacuzzi. Código Abad Faciolince CAS uno, siete, ocho, seis.",Poblado,CRA 33 7A 60,3664,Abad Faciolince  S.A,3168859166,2,6.189649,-75.55399,LOS BALSOS No.1,Casa,5136-25271,Usado,S,,0,4,2200000000,Suroriente,5,38
Suroriente,"Gimnasio, Zona para niños, Zonas verdes","Area lote 1443 m², Piscina, Conjunto cerrado, Terraza/Balcón balcón, Vigilancia 24hrs","Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor comedor independiente, Tipo de parqueadero independiente, Tipo acabado de piso cerámica, Tipo de piso en alcobas cerámica, Tipo de piso en estudio cerámica",,1443,647,4,Entre 10 y 20 años,venta,3,Medellín,"Hermosa casa diseñada para aquellos que disfrutan de los espacios amplios, una casa que invita al descanso en familia, rodeado de naturaleza y lo mejor con una ubicación privilegiada, disfrutando de la cercanía a las zonas de comercio, colegios e iglesias. Código inmobiliaria",Poblado,CLL  36  SUR # 42 - 33 Envigado,3988,Arrendamientos Del Sur SAS,3207482468,3,6.1839166,-75.55461,LOS BALSOS No.1,Casa,98-218990,Usado,S,,0,5,3150000000,Suroriente,6,38
Suroriente,,,Tipo de casa tradicional,,450,450,4,Entre 10 y 20 años,venta,3,Medellín,"Espectacular casa remodelada en parcelacion, estilo rustico en zona campestre, cuatro alcobas cada una con su bano y vestier, cocina abierta con isla central, amplia zona de ropa y alcoba de servicio, terraza con hermosa vista hacia la ciudad y dos balcones con vista hacia la quebrada y el bosque. Codigo Abad Faciolince CAS ocho, cero, dos.",Poblado,CRA 33 7A 60,3664,Abad Faciolince  S.A,3168859166,4,6.1776414,-75.57404,EL DIAMANTE No.2,Casa,5136-2267,Usado,S,,0,4,1550000000,Suroriente,5,38
